category,subcategory,brand,product_id,name,price,image_url,has_flavors
Одноразки,HQD,HQD,hqd_neo_x,"HQD NEO X 25000 тяг",1600,https://iimg.su/i/nPspGQ,True
Одноразки,HQD,HQD,hqd_glaze,"HQD Glaze 12000 тяг",1350,https://iimg.su/i/4KJr2t,True
Одноразки,ELF BAR,ELF BAR,elfbar_nic_king,"ELF BAR NIC KING 30000 тяг",1450,https://iimg.su/i/Q8bqko,True
Одноразки,LOST MARY,LOST MARY,lost_mary_os,"Lost Mary OS 25000 тяг",1400,https://iimg.su/i/IMFhAh,True
